"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Ultra_Rank","Master_Rank","Little_IVs","Great_IVs","Ultra_IVs","Master_IVs","Little_Level","Great_Level","Ultra_Level","Master_Level","Little_CP","Great_CP","Ultra_CP","Master_CP","Little_MoveSet","Great_MoveSet","Ultra_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next","Previous_evols"
"78&galar","Rapidash (Galarian)","Ponyta",FALSE,,224,253,392,,"0/13/15","0/15/14","15/15/15",,23,47,50,,1498,2499,2782,,"Fairy Wind, Body Slam, Wild Charge","Fairy Wind, Body Slam, Wild Charge","Fairy Wind, Wild Charge[etm], Body Slam","77&galar;78&galar","78&galar","77&galar;78&galar"
"780","Drampa","Drampa",FALSE,185,548,395,309,"4/15/14","2/15/15","0/15/14","15/15/15",6.5,19,34,50,500,1492,2500,3294,"Dragon Breath, Fly, Outrage","Dragon Breath, Fly, Outrage","Dragon Breath, Fly, Outrage","Dragon Breath, Fly, Outrage","780","780","780"
"781","Dhelmise","Dhelmise",FALSE,,493,187,166,,"0/15/14","0/15/15","15/15/15",,19,33,50,,1498,2500,3335,,"Shadow Claw, Power Whip, Shadow Ball","Shadow Claw, Shadow Ball, Power Whip","Shadow Claw, Shadow Ball, Power Whip","781","781","781"
"783","Hakamo-o","Jangmo-o",FALSE,,80,,,,"0/13/15",,,,39,,,,1493,,,,"Dragon Tail, Dragon Claw, Brick Break",,,"782;783;784","783;784","782;783"
"784","Kommo-o","Jangmo-o",FALSE,,107,64,73,,"0/14/14","0/11/14","15/15/15",,17,28.5,50,,1497,2497,3741,,"Dragon Tail, Close Combat, Dragon Claw","Dragon Tail, Close Combat, Dragon Claw","Dragon Tail, Close Combat, Dragon Claw","782;783;784","784","782;783;784"
"785","Tapu Koko","Tapu-koko",FALSE,,,398,123,,,"0/14/13","15/15/15",,,29.5,50,,,2499,3582,,,"Volt Switch, Thunderbolt, Nature's Madness","Volt Switch, Thunderbolt, Nature's Madness[etm]","785","785","785"
"786","Tapu Lele","Tapu-lele",FALSE,,,359,34,,,"1/15/13","15/15/15",,,26.5,50,,,2490,3950,,,"Astonish, Nature's Madness, Psyshock","Astonish, Moonblast, Nature's Madness[etm]","786","786","786"
"787","Tapu Bulu","Tapu-bulu",FALSE,,,254,32,,,"0/9/15","15/15/15",,,27.5,50,,,2496,3865,,,"Bullet Seed, Grass Knot, Nature's Madness","Bullet Seed, Grass Knot, Nature's Madness[etm]","787","787","787"
"788","Tapu Fini","Tapu-fini",FALSE,,225,38,86,,"0/12/14","0/13/14","15/15/15",,20,36.5,50,,1498,2500,3230,,"Water Gun, Surf, Nature's Madness","Water Gun, Surf, Nature's Madness","Water Gun, Surf, Nature's Madness[etm]","788","788","788"
"79","Slowpoke","Slowpoke",FALSE,,719,,,,"15/15/15",,,,50,,,,1386,,,,"Confusion, Psyshock, Water Pulse",,,"79;80;199","79;80;199","79"
"79","Slowpoke (Shadow)","Slowpoke",TRUE,,752,,,,"15/15/15",,,,50,,,,1386,,,,"Confusion, Psyshock, Water Pulse",,,"79;80;199","79;80;199","79"
"79&galar","Slowpoke (Galarian)","Slowpoke",FALSE,,751,,,,"15/15/15",,,,50,,,,1386,,,,"Confusion, Psyshock, Surf",,,"79&galar;80&galar;199&galar","79&galar;80&galar;199&galar","79&galar"
"791","Solgaleo","Cosmog",FALSE,,,235,4,,,"0/14/14","15/15/15",,,23,50,,,2500,4570,,,"Fire Spin, Psychic Fangs, Iron Head","Fire Spin, Psychic Fangs, Iron Head","789;790;791","791","789;790;791"
"792","Lunala","Lunala",FALSE,,,655,153,,,"0/14/14","15/15/15",,,23,50,,,2500,4570,,,"Confusion, Shadow Ball, Moonblast","Confusion, Shadow Ball, Moonblast","789;790;792","792","789;790;792"
"793","Nihilego","Nihilego",FALSE,,,431,85,,,"0/14/15","15/15/15",,,23.5,50,,,2499,4465,,,"Poison Jab, Power Gem, Sludge Bomb","Poison Jab, Power Gem, Sludge Bomb","793","793","793"
"794","Buzzwole","Buzzwole",FALSE,234,474,286,130,"7/15/13","2/15/15","0/13/15","15/15/15",5.5,16,27,50,499,1498,2497,3912,"Counter, Superpower, Lunge","Counter, Superpower, Lunge","Counter, Superpower, Lunge","Counter, Superpower, Lunge","794","794","794"
"795","Pheromosa","Pheromosa",FALSE,595,,,575,"8/15/14",,,"15/15/15",6.5,,,50,497,,,3213,"Bug Bite, Close Combat, Lunge",,,"Bug Bite, Close Combat, Lunge","795","795","795"
"796","Xurkitree","Xurkitree",FALSE,684,,603,114,"0/15/9",,"0/12/14","15/15/15",5,,23.5,50,498,,2497,4451,"Thunder Shock, Discharge, Power Whip",,"Thunder Shock, Discharge, Power Whip","Thunder Shock, Discharge, Dazzling Gleam","796","796","796"
"797","Celesteela","Celesteela",FALSE,91,270,347,240,"0/2/11","2/15/14","0/15/14","15/15/15",6.5,18,30.5,50,500,1495,2499,3507,"Air Slash, Body Slam, Heavy Slam","Air Slash, Body Slam, Iron Head","Air Slash, Body Slam, Bulldoze","Air Slash, Body Slam, Bulldoze","797","797","797"
"798","Kartana","Kartana",FALSE,616,652,654,206,"0/8/5","0/14/14","0/14/14","15/15/15",5.5,15,25,50,491,1500,2493,4156,"Air Slash, Leaf Blade, Night Slash","Razor Leaf, Leaf Blade, Night Slash","Razor Leaf, Leaf Blade, Night Slash","Razor Leaf, Leaf Blade, Night Slash","798","798","798"
"799","Guzzlord","Guzzlord",FALSE,,33,49,140,,"1/15/15","0/15/14","15/15/15",,19.5,35.5,50,,1494,2499,3264,,"Dragon Tail, Brutal Swing, Sludge Bomb","Dragon Tail, Brutal Swing, Sludge Bomb","Dragon Tail, Brutal Swing, Dragon Claw","799","799","799"
"8","Wartortle","Squirtle",FALSE,,575,,,,"0/14/15",,,,50,,,,1496,,,,"Water Gun, Ice Beam, Hydro Pump",,,"7;8;9","8;9","7;8"
"8","Wartortle (Shadow)","Squirtle",TRUE,,708,,,,"0/14/15",,,,50,,,,1496,,,,"Water Gun, Ice Beam, Hydro Pump",,,"7;8;9","8;9","7;8"
"80","Slowbro","Slowpoke",FALSE,,569,381,449,,"0/13/15","0/14/14","15/15/15",,22.5,45.5,50,,1493,2499,2877,,"Water Gun, Surf, Ice Beam","Water Gun, Surf, Ice Beam","Confusion, Surf[etm], Ice Beam","79;80","80","79;80"
"80","Slowbro (Shadow)","Slowpoke",TRUE,,608,475,510,,"0/13/15","0/14/14","15/15/15",,22.5,45.5,50,,1493,2499,2877,,"Water Gun, Surf, Ice Beam","Water Gun, Surf, Ice Beam","Confusion, Surf[etm], Ice Beam","79;80","80","79;80"
"80&galar","Slowbro (Galarian)","Slowpoke",FALSE,218,387,214,342,"0/14/8","0/14/11","1/15/11","15/15/15",8,23.5,48.5,50,496,1493,2495,2764,"Poison Jab, Brutal Swing, Sludge Bomb","Poison Jab, Scald, Brutal Swing","Poison Jab, Brutal Swing, Surf","Poison Jab, Brutal Swing, Sludge Bomb","79&galar;80&galar","80&galar","79&galar;80&galar"
"800","Necrozma","Necrozma",FALSE,,,557,97,,,"1/15/15","15/15/15",,,25,50,,,2498,4163,,,"Shadow Claw, Dark Pulse, Future Sight","Shadow Claw, Dark Pulse, Outrage","800;800&!fusion&ghost;800&!fusion&steel","800","800"
"800&!fusion&ghost","Necrozma (Dawn Wings)","Necrozma",FALSE,,,503,15,,,"0/15/15","15/15/15",,,22.5,50,,,2497,4634,,,"Shadow Claw, Dark Pulse, Moongeist Beam","Shadow Claw, Dark Pulse, Moongeist Beam","800;800&!fusion&ghost","800","800;800&!fusion&ghost"
"800&!fusion&steel","Necrozma (Dusk Mane)","Necrozma",FALSE,,,461,21,,,"0/15/15","15/15/15",,,22.5,50,,,2497,4634,,,"Shadow Claw, Dark Pulse, Sunsteel Strike","Shadow Claw, Dark Pulse, Sunsteel Strike","800;800&!fusion&steel","800","800;800&!fusion&steel"
"802","Marshadow","Marshadow",FALSE,,,199,18,,,"0/14/12","15/15/15",,,25,50,,,2487,4217,,,"Sucker Punch, Close Combat, Ice Punch","Sucker Punch, Close Combat, Ice Punch","802","802","802"
"803","Poipole","Poipole",FALSE,348,596,,,"0/13/11","3/15/14",,,12,39,,,499,1495,,,"Poison Jab, Sludge Bomb, Fell Stinger","Poison Jab, Sludge Bomb, Fell Stinger",,,"803;804","803;804","803"
"804","Naganadel","Poipole",FALSE,252,453,380,234,"4/15/13","1/15/13","1/15/15","15/15/15",6,17.5,29,50,500,1500,2484,3587,"Poison Jab, Dragon Claw, Sludge Bomb","Poison Jab, Dragon Claw, Sludge Bomb","Poison Jab, Dragon Claw, Sludge Bomb","Poison Jab, Dragon Claw, Sludge Bomb","803;804","804","803;804"
"805","Stakataka","Stakataka",FALSE,,694,463,237,,"1/14/15","0/15/14","15/15/15",,17,28.5,50,,1498,2492,3724,,"Rock Throw, Stone Edge, Bulldoze","Rock Throw, Stone Edge, Bulldoze","Rock Throw, Stone Edge, Bulldoze","805","805","805"
"806","Blacephalon","Blacephalon",FALSE,,,,199,,,,"15/15/15",,,,50,,,,3727,,,,"Incinerate, Shadow Ball, Mystical Fire","806","806","806"
"808","Meltan","Meltan",FALSE,,986,,,,"15/15/14",,,,50,,,,1207,,,,"Thunder Shock, Thunderbolt, Flash Cannon",,,"808;809","808;809","808"
"809","Melmetal","Meltan",FALSE,,75,150,65,,"1/15/14","0/13/15","15/15/15",,15.5,26,50,,1500,2500,4069,,"Thunder Shock, Double Iron Bash, Superpower","Thunder Shock, Double Iron Bash, Superpower","Thunder Shock, Superpower, Rock Slide","808;809","809","808;809"
"81","Magnemite","Magnemite",FALSE,533,533,,,"1/15/14","12/15/13",,,14,50,,,500,1495,,,"Volt Switch, Magnet Bomb, Discharge","Volt Switch, Magnet Bomb, Discharge",,,"81;82;462","81;82;462","81"
"81","Magnemite (Shadow)","Magnemite",TRUE,537,511,,,"1/15/14","12/15/13",,,14,50,,,500,1495,,,"Volt Switch, Magnet Bomb, Discharge","Volt Switch, Magnet Bomb, Discharge",,,"81;82;462","81;82;462","81"
"810","Grookey","Grookey",FALSE,329,,,,"0/15/15",,,,18,,,,498,,,,"Razor Leaf, Grass Knot, Energy Ball",,,,"810;811;812","810;811;812","810"
"811","Thwackey","Grookey",FALSE,342,707,729,,"3/15/15","0/14/13","15/15/15",,10,31.5,50,,500,1500,2121,,"Razor Leaf, Grass Knot, Energy Ball","Razor Leaf, Grass Knot, Energy Ball","Razor Leaf, Grass Knot, Energy Ball",,"810;811;812","811;812","810;811"
"812","Rillaboom","Grookey",FALSE,376,732,673,316,"0/4/15","0/12/13","0/14/15","15/15/15",6,17,28,50,494,1499,2498,3758,"Razor Leaf, Grass Knot, Earth Power","Razor Leaf, Grass Knot, Earth Power","Razor Leaf, Grass Knot, Earth Power","Razor Leaf, Grass Knot, Earth Power","810;811;812","812","810;811;812"
"814","Raboot","Scorbunny",FALSE,,666,,,,"0/12/14",,,,33.5,,,,1498,,,,"Fire Spin, Flame Charge, Flamethrower",,,"813;814;815","814;815","813;814"
"815","Cinderace","Scorbunny",FALSE,,739,511,286,,"0/15/14","1/15/14","15/15/15",,18.5,31.5,50,,1499,2499,3412,,"Fire Spin, Flamethrower, Flame Charge","Fire Spin, Flamethrower, Flame Charge","Fire Spin, Flamethrower, Flame Charge","813;814;815","815","813;814;815"
"817","Drizzile","Sobble",FALSE,,854,,,,"0/13/14",,,,30.5,,,,1493,,,,"Water Gun, Surf, Water Pulse",,,"816;817;818","817;818","816;817"
"818","Inteleon","Sobble",FALSE,,943,688,397,,"0/13/12","1/15/13","15/15/15",,19,32.5,50,,1498,2497,3351,,"Water Gun, Surf, Shadow Ball","Water Gun, Surf, Shadow Ball","Water Gun, Surf, Shadow Ball","816;817;818","818","816;817;818"
"819","Skwovet","Skwovet",FALSE,145,,,,"0/15/14",,,,21.5,,,,497,,,,"Tackle, Body Slam, Crunch",,,,"819;820","819;820","819"
"82","Magneton","Magnemite",FALSE,516,287,349,475,"5/15/15","0/15/15","0/15/15","15/15/15",7.5,22.5,45.5,50,499,1500,2494,2810,"Volt Switch, Magnet Bomb, Discharge","Thunder Shock, Discharge, Magnet Bomb","Volt Switch, Magnet Bomb, Discharge","Volt Switch, Magnet Bomb, Discharge","81;82;462","82;462","81;82"
"82","Magneton (Shadow)","Magnemite",TRUE,,198,322,456,,"0/15/15","0/15/15","15/15/15",,22.5,45.5,50,,1500,2494,2810,,"Thunder Shock, Discharge, Magnet Bomb","Volt Switch, Magnet Bomb, Discharge","Volt Switch, Magnet Bomb, Discharge","81;82;462","82;462","81;82"
"820","Greedent","Skwovet",FALSE,187,162,223,486,"4/15/15","0/12/14","3/15/15","15/15/15",8,24.5,50,50,499,1498,2500,2679,"Tackle, Body Slam, Crunch","Mud Shot, Body Slam, Trailblaze","Mud Shot, Body Slam, Crunch","Mud Shot, Body Slam, Crunch","819;820","820","819;820"
"821","Rookidee","Rookidee",FALSE,553,,,,,,,,,,,,500,,,,"Sand Attack, Sky Attack, Payback",,,,"821;822;823","821;822;823","821"
"822","Corvisquire","Rookidee",FALSE,554,538,,,"0/13/14","12/15/15",,,14.5,49.5,,,500,1500,,,"Sand Attack, Sky Attack, Payback","Sand Attack, Sky Attack, Payback",,,"821;822;823","822;823","821;822"
"823","Corviknight","Rookidee",FALSE,34,5,1,272,"0/13/11","0/13/14","0/15/15","15/15/15",8,23.5,48.5,50,499,1498,2495,2777,"Sand Attack, Sky Attack, Iron Head","Sand Attack, Sky Attack, Iron Head","Sand Attack, Sky Attack, Iron Head","Sand Attack, Sky Attack, Iron Head[etm]","821;822;823","823","821;822;823"
"83","Farfetch'd","Farfetchd",FALSE,48,353,,,"0/15/13","15/15/15",,,16,50,,,500,1397,,,"Fury Cutter, Leaf Blade, Aerial Ace","Fury Cutter, Leaf Blade, Aerial Ace",,,"83;865","83;865","83"
"83&galar","Farfetch'd (Galarian)","Farfetchd",FALSE,,341,,,,"0/15/15",,,,38,,,,1494,,,,"Fury Cutter, Leaf Blade, Brave Bird",,,"83&galar;865","865","83&galar"
"831","Wooloo","Wooloo",FALSE,149,,,,"0/15/15",,,,29.5,,,,500,,,,"Tackle, Wild Charge, Stomp",,,,"831;832","831;832","831"
"832","Dubwool","Wooloo",FALSE,117,194,259,572,"0/9/12","1/15/15","15/15/15","15/15/15",9,26,50,50,496,1499,2478,2478,"Double Kick, Body Slam, Wild Charge","Double Kick, Body Slam, Payback","Double Kick, Body Slam, Payback","Double Kick, Wild Charge, Body Slam","831;832","832","831;832"
"84","Doduo","Doduo",FALSE,393,,,,"1/15/13",,,,16,,,,499,,,,"Quick Attack, Brave Bird, Drill Peck",,,,"84;85","84;85","84"
"848","Toxel","Toxel",FALSE,493,,,,"0/15/13",,,,28,,,,500,,,,"Acid, Power-Up Punch, NA",,,,"848;849","848;849","848"
"849","Toxtricity","Toxel",FALSE,370,383,166,298,"0/14/7","0/15/15","0/15/14","15/15/15",7.5,21.5,42,50,497,1497,2496,2941,"Poison Jab, Wild Charge, Power-Up Punch","Poison Jab, Wild Charge, Discharge","Poison Jab, Wild Charge, Power-Up Punch","Poison Jab, Wild Charge, Power-Up Punch","848;849","849","848;849"
"85","Dodrio","Doduo",FALSE,641,897,588,588,"2/15/13","0/12/15","0/15/14","15/15/15",8,24,50,50,498,1494,2497,2670,"Steel Wing, Brave Bird, Drill Peck","Steel Wing, Brave Bird, Drill Peck","Steel Wing, Brave Bird, Drill Peck","Steel Wing, Brave Bird, Drill Peck","84;85","85","84;85"
"855","Polteageist","Sinistea",FALSE,,816,462,257,,"2/15/15","1/15/14","15/15/15",,18,30.5,50,,1499,2498,3458,,"Astonish, Shadow Ball, Dark Pulse","Astonish, Shadow Ball, Dark Pulse","Astonish, Shadow Ball, Dark Pulse","854;855","855","854;855"
"857","Hattrem","Hatenna",FALSE,,865,,,,"0/15/15",,,,40.5,,,,1496,,,,"Confusion, Psyshock, Dazzling Gleam",,,"856;857;858","857;858","856;857"
"858","Hatterene","Hatenna",FALSE,,537,497,271,,"0/11/14","1/15/15","15/15/15",,20,35.5,50,,1500,2499,3198,,"Charm, Psyshock, Power Whip","Charm, Psyshock, Power Whip","Charm, Psyshock, Power Whip","856;857;858","858","856;857;858"
"86","Seel","Seel",FALSE,,771,,,,"15/15/15",,,,50,,,,1098,,,,"Water Gun, Aqua Tail, Icy Wind",,,"86;87","86;87","86"
"862","Obstagoon","Zigzagoon",FALSE,200,283,302,274,"0/9/9","0/14/15","0/15/13","15/15/15",7.5,21.5,42,50,500,1494,2498,2999,"Counter, Night Slash, Cross Chop","Counter, Night Slash, Cross Chop","Counter, Night Slash, Cross Chop","Counter, Night Slash, Obstruct[etm]","263&galar;264&galar;862","862","263&galar;264&galar;862"
"862","Obstagoon (Shadow)","Zigzagoon",TRUE,,260,293,277,,"0/14/15","0/15/13","15/15/15",,21.5,42,50,,1494,2498,2999,,"Counter, Cross Chop, Night Slash","Counter, Cross Chop, Night Slash","Counter, Night Slash, Cross Chop","263&galar;264&galar;862","862","263&galar;264&galar;862"
"863","Perrserker","Meowth",FALSE,,221,163,437,,"1/15/15","0/14/15","15/15/15",,23.5,50,50,,1493,2500,2697,,"Shadow Claw, Close Combat, Trailblaze","Shadow Claw, Close Combat, Foul Play","Shadow Claw, Close Combat, Foul Play","52&galar;863","863","52&galar;863"
"864","Cursola","Corsola",FALSE,,689,361,179,,"2/15/15","0/12/15","15/15/15",,18,31,50,,1499,2497,3463,,"Astonish, Night Shade, Power Gem","Astonish, Night Shade, Power Gem","Astonish, Night Shade, Power Gem","222&galar;864","864","222&galar;864"
"865","Sirfetch'd","Farfetchd",FALSE,,442,432,249,,"2/15/15","0/13/15","15/15/15",,18.5,32.5,50,,1499,2499,3375,,"Counter, Leaf Blade, Night Slash","Counter, Leaf Blade, Night Slash","Fury Cutter, Close Combat, Leaf Blade","83&galar;865","865","83&galar;865"
"866","Mr. Rime","Mr-mime",FALSE,,822,564,312,,"0/14/13","0/14/14","15/15/15",,20,36.5,50,,1499,2497,3196,,"Confusion, Icy Wind, Psychic","Ice Shard, Icy Wind, Psychic","Ice Shard, Ice Punch, Triple Axel","122;439;866","439;866","439;122;866"
"867","Runerigus","Yamask",FALSE,86,76,55,345,"0/15/15","0/11/14","10/15/15","15/15/15",8.5,25.5,50,50,497,1500,2492,2570,"Shadow Claw, Brutal Swing, Shadow Ball","Shadow Claw, Brutal Swing, Shadow Ball","Shadow Claw, Brutal Swing, Shadow Ball","Shadow Claw, Brutal Swing, Shadow Ball","562&galar;867","867","562&galar;867"
"87","Dewgong","Seel",FALSE,,48,274,479,,"0/12/15","15/15/15","15/15/15",,29.5,50,50,,1500,2245,2245,,"Ice Shard, Icy Wind, Drill Run","Ice Shard, Icy Wind, Drill Run","Ice Shard[etm], Icy Wind[etm], Drill Run","86;87","87","86;87"
"870","Falinks","Falinks",FALSE,,557,370,485,,"0/15/15","2/15/15","15/15/15",,24,50,50,,1494,2498,2665,,"Counter, Superpower, Megahorn","Counter, Superpower, Megahorn","Counter, Superpower, Megahorn","870","870","870"
"874","Stonjourner","Stonjourner",FALSE,,825,573,307,,"0/13/15","0/15/15","15/15/15",,17.5,29,50,,1493,2499,3638,,"Rock Throw, Stone Edge, Rock Slide","Rock Throw, Stone Edge, Rock Slide","Rock Throw, Stone Edge, Rock Slide","874","874","874"
"877","Morpeko (Full Belly)","Morpeko",FALSE,83,11,185,,"5/15/15","1/15/15","15/15/15",,9.5,29,50,,498,1499,2196,,"Thunder Shock, Aura Wheel, Psychic Fangs","Thunder Shock, Aura Wheel, Psychic Fangs","Thunder Shock, Aura Wheel, Psychic Fangs",,"877","877","877"
"88","Grimer","Grimer",FALSE,245,232,,,"1/15/15","10/15/14",,,14,50,,,499,1493,,,"Poison Jab, Mud Bomb, Sludge Bomb","Mud Slap, Mud Bomb, Sludge Bomb",,,"88;89","88;89","88"
"88","Grimer (Shadow)","Grimer",TRUE,240,281,,,"1/15/15","10/15/14",,,14,50,,,500,1500,,,"Poison Jab, Mud Bomb, Sludge Bomb","Poison Jab, Mud Bomb, Sludge Bomb",,,"88;89","88;89","88"
"88&alola","Grimer (Alolan)","Grimer",FALSE,273,284,,,"1/15/15","10/15/14",,,14,50,,,500,1500,,,"Poison Jab, Crunch, Sludge Bomb","Poison Jab, Crunch, Sludge Bomb",,,"88&alola;89&alola","89&alola","88&alola"
"88&alola","Grimer (Alolan) (Shadow)","Grimer",TRUE,293,333,,,"1/15/15","10/15/14",,,14,50,,,500,1500,,,"Poison Jab, Crunch, Sludge Bomb","Poison Jab, Crunch, Sludge Bomb",,,"88&alola;89&alola","89&alola","88&alola"
"886","Drakloak","Dreepy",FALSE,,629,,,,"0/15/12",,,,40,,,,1498,,,,"Astonish, Shadow Ball, Outrage",,,"885;886;887","886;887","885;886"
"887","Dragapult","Dreepy",FALSE,,209,109,51,,"3/15/15","1/15/15","15/15/15",,15.5,26,50,,1499,2498,3993,,"Astonish, Breaking Swipe, Shadow Ball","Astonish, Breaking Swipe, Shadow Ball","Astonish, Breaking Swipe, Shadow Ball","885;886;887","887","885;886;887"
"888","Zacian (Hero)","Zacian",FALSE,,,399,28,,,"2/15/15","15/15/15",,,24,50,,,2485,4329,,,"Snarl, Wild Charge, Close Combat","Quick Attack, Close Combat, Play Rough","888","888","888"
"889","Zamazenta (Hero)","Zamazenta",FALSE,,,451,30,,,"2/15/15","15/15/15",,,24,50,,,2485,4329,,,"Snarl, Close Combat, Crunch","Ice Fang, Close Combat, Crunch","889","889","889"
"89","Muk","Grimer",FALSE,188,336,123,275,"1/15/14","0/15/14","0/15/14","15/15/15",7,20.5,38.5,50,498,1497,2492,3117,"Poison Jab, Thunder Punch, Dark Pulse","Poison Jab, Thunder Punch, Dark Pulse","Poison Jab, Thunder Punch, Dark Pulse","Poison Jab, Thunder Punch, Dark Pulse","88;89","89","88;89"
"89","Muk (Shadow)","Grimer",TRUE,,282,108,263,,"0/15/14","0/15/14","15/15/15",,20.5,38.5,50,,1497,2492,3117,,"Poison Jab, Thunder Punch, Dark Pulse","Poison Jab, Dark Pulse, Thunder Punch","Poison Jab, Thunder Punch, Dark Pulse","88;89","89","88;89"
"89&alola","Muk (Alolan)","Grimer",FALSE,432,382,145,225,"1/15/14","0/15/14","0/15/14","15/15/15",7,20.5,38.5,50,498,1497,2492,3117,"Poison Jab, Dark Pulse, Sludge Wave","Poison Jab, Dark Pulse, Acid Spray","Poison Jab, Dark Pulse, Acid Spray","Poison Jab, Dark Pulse, Sludge Wave","88&alola;89&alola","89&alola","88&alola;89&alola"
"89&alola","Muk (Alolan) (Shadow)","Grimer",TRUE,,395,189,256,,"0/15/14","0/15/14","15/15/15",,20.5,38.5,50,,1497,2492,3117,,"Poison Jab, Dark Pulse, Acid Spray","Poison Jab, Dark Pulse, Acid Spray","Poison Jab, Dark Pulse, Sludge Wave","88&alola;89&alola","89&alola","88&alola;89&alola"
"893","Zarude","Zarude",FALSE,,,457,38,,,"0/11/14","15/15/15",,,24.5,50,,,2491,4334,,,"Vine Whip, Dark Pulse, Power Whip","Vine Whip, Dark Pulse, Power Whip","893","893","893"
"894","Regieleki","Regieleki",FALSE,,979,665,538,,"0/13/15","0/15/13","15/15/15",,20,36.5,50,,1496,2497,3169,,"Lock On, Thunder, Hyper Beam","Lock On, Thunder, Hyper Beam","Lock On, Thunder, Hyper Beam","894","894","894"
"895","Regidrago","Regidrago",FALSE,,,611,419,,,"0/14/15","15/15/15",,,33.5,50,,,2498,3361,,,"Bite, Breaking Swipe, Outrage","Bite, Breaking Swipe, Outrage","895","895","895"
"899","Wyrdeer","Stantler",FALSE,483,685,407,439,"1/15/14","1/15/15","0/15/13","15/15/15",7,20.5,39,50,500,1495,2488,3089,"Confusion, Wild Charge, Stomp","Confusion, Stomp, Wild Charge","Confusion, Wild Charge, Stomp","Confusion, Wild Charge, Stomp","234;899","899","234;899"
"9","Blastoise","Squirtle",FALSE,,163,56,281,,"1/15/15","0/12/15","15/15/15",,23,48.5,50,,1492,2495,2788,,"Water Gun, Hydro Cannon, Ice Beam","Water Gun, Hydro Cannon, Ice Beam","Water Gun, Hydro Cannon[etm], Ice Beam","7;8;9","9","7;8;9"
"9","Blastoise (Shadow)","Squirtle",TRUE,,246,112,301,,"1/15/15","0/12/15","15/15/15",,23,48.5,50,,1492,2495,2788,,"Water Gun, Hydro Cannon, Ice Beam","Water Gun, Hydro Cannon, Ice Beam","Water Gun, Hydro Cannon[etm], Ice Beam","7;8;9","9","7;8;9"
"900","Kleavor","Kleavor",FALSE,,587,460,224,,"0/15/8","1/15/13","15/15/15",,18,29.5,50,,1498,2499,3557,,"Quick Attack, X-Scissor, Stone Edge","Quick Attack, X-Scissor, Stone Edge","Quick Attack, X-Scissor, Stone Edge","123;900","900","123;900"
"901","Ursaluna","Teddiursa",FALSE,301,617,492,41,"6/15/13","0/14/14","1/15/15","15/15/15",5,14.5,24,50,498,1499,2500,4358,"Tackle, Swift, Ice Punch","Tackle, Swift, High Horsepower","Tackle, Swift, High Horsepower","Tackle, Swift, High Horsepower[etm]","216;217;901","901","216;217;901"
"901","Ursaluna (Shadow)","Teddiursa",TRUE,,593,510,44,,"0/14/14","1/15/15","15/15/15",,14.5,24,50,,1499,2500,4358,,"Tackle, Swift, High Horsepower","Tackle, Swift, Ice Punch","Tackle, Swift, High Horsepower[etm]","216;217;901","901","216;217;901"
"903","Sneasler","Sneasel",FALSE,448,310,120,113,"0/15/13","0/15/9","2/15/15","15/15/15",6,17.5,28.5,50,499,1495,2497,3643,"Poison Jab, Close Combat, Aerial Ace","Shadow Claw, Close Combat, Aerial Ace","Shadow Claw, Close Combat, Aerial Ace","Shadow Claw, Close Combat, Aerial Ace","215&hisui;903","903","215&hisui;903"
